country,admin1,population,events,score
Indonesia,North Kalimantan,66933,111,2
Papua New Guinea,Western Highlands,840940,75,2
Thailand,Narathiwat,490259,2731,3
Thailand,Phatthalung,118887,39,1
Japan,Yamaguchi,95580,86,2
Papua New Guinea,Jiwaka,484757,28,1
Papua New Guinea,Central,38123,19,1
Indonesia,Jambi,419368,299,3
Japan,Shiga,221176,89,2
Malaysia,Sabah,,171,2
Japan,Toyama,58794,37,1
China,Xinjiang,4569948,367,3
Vietnam,Hai Phong,299564,8,1
China,Beijing,3963798,1070,3
Australia,Northern Territory,32410,146,2
Thailand,Kalasin,48944,23,1
Japan,Fukuoka,699503,211,3
Vanuatu,Tafea,2293,1,1
South Korea,Incheon,,1211,3
North Korea,Rason,101406,5,1
North Korea,North Hwanghae,415796,35,1
Thailand,Khon Kaen,197483,159,2
Papua New Guinea,Sandaun,14705,6,1
Papua New Guinea,Bougainville,37057,5,1
China,Shanxi,3681133,248,3
Australia,South Australia,102042,244,3
North Korea,South Hamgyong,40869,5,1
Thailand,Phitsanulok,116093,40,1
Thailand,Surat Thani,166923,69,2
Thailand,Pattani,,2809,3
Thailand,Pathum Thani,821392,102,2
Papua New Guinea,Gulf,35378,7,1
Papua New Guinea,Milne Bay,22683,30,1
Thailand,Chon Buri,847029,94,2
Vietnam,Thai Binh,283787,5,1
China,Guangxi,4016272,241,3
Malaysia,Terengganu,162976,13,1
Thailand,Nakhon Ratchasima,234493,92,2
Japan,Kagawa,58645,40,1
Taiwan,Changhua,457710,214,3
Thailand,Mukdahan,47834,13,1
Thailand,Songkhla,623588,358,3
China,Shanghai,2972454,529,3
North Korea,Chagang,182091,12,1
Vietnam,Ho Chi Minh,3023682,79,2
Thailand,Nakhon Sawan,93279,27,1
Cambodia,Kampong Speu,88258,98,2
Cambodia,Kampong Chhnang,38590,35,1
Thailand,Phetchaburi,80162,29,1
Vanuatu,Penama,164,1,1
Malaysia,Negeri Sembilan,154769,36,1
China,Ningxia,791088,51,2
Malaysia,Sarawak,,108,2
South Korea,Busan,2051355,2620,3
Malaysia,Pahang,,38,1
Papua New Guinea,Western,37692,16,1
Mongolia,Govi-Altai,3993,1,1
Japan,Aichi,1523024,347,3
Japan,Okayama,98362,49,1
Papua New Guinea,West New Britain,,21,1
Thailand,Bangkok,5136429,2405,3
South Korea,Sejong Special Autonomous City,63252,851,3
Japan,Akita,56565,23,1
Vietnam,Dak Lak,111241,7,1
Japan,Shizuoka,370942,104,2
East Timor,Viqueque,28547,4,1
Fiji,Central,197012,39,1
Japan,Nagasaki,174094,257,3
Japan,Fukushima,216975,67,2
North Korea,South Hwanghae,,8,1
Thailand,Roi Et,37096,12,1
Thailand,Lampang,133190,44,1
China,Qinghai,903273,53,2
Thailand,Ubon Ratchathani,156092,78,2
Papua New Guinea,New Ireland,18994,11,1
Thailand,Tak,134666,44,1
Taiwan,Tainan City,299072,299,3
Japan,Niigata,127714,114,2
Samoa,Gagaifomauga,3603,1,1
Taiwan,Miaoli,255052,88,2
Cambodia,Mondul Kiri,17103,27,1
Japan,Ibaraki,211691,83,2
Malaysia,Johor,,97,2
Vietnam,Quang Ninh,82809,14,1
Malaysia,Malacca,121967,22,1
Myanmar,Shan-East,239448,234,3
Thailand,Udon Thani,136643,51,2
Cambodia,Kratie,,48,1
Cambodia,Battambang,,83,2
Japan,Fukui,70586,88,2
Japan,Gifu,204052,33,1
Japan,Shimane,16179,33,1
Japan,Tottori,,68,2
Japan,Aomori,82663,53,2
Japan,Iwate,19512,88,2
Japan,Chiba,1157809,370,3
Japan,Gunma,351826,70,2
Japan,Tochigi,75738,35,1
Japan,Saga,177577,109,2
Japan,Ehime,108329,50,2
Japan,Kochi,45481,44,1
Japan,Tokushima,157663,31,1
Mongolia,Bulgan,13438,2,1
Mongolia,Darkhan-Uul,4116,2,1
Mongolia,Dornod,40829,2,1
Mongolia,Dornogovi,8093,3,1
Mongolia,Dundgovi,119,2,1
Mongolia,Khovd,34717,6,1
Mongolia,Khovsgol,48195,5,1
Mongolia,Tov,5170,10,1
Mongolia,Ulaanbaatar,84539,696,3
Mongolia,Uvs,30354,3,1
North Korea,Kangwon,,14,1
North Korea,North Pyongan,275599,28,1
North Korea,Pyongyang,14555,181,2
South Korea,Seoul Special City,5056565,17851,3
South Korea,Gwangju,290595,1622,3
South Korea,Daejeon,466541,968,3
Taiwan,Chiayi City,18534,63,2
Taiwan,Hsinchu,254257,114,2
Taiwan,Hualien,66566,92,2
Taiwan,Kaohsiung City,843860,483,3
Taiwan,Keelung City,215539,67,2
Taiwan,Nantou,124933,83,2
Taiwan,New Taipei City,1179963,339,3
Taiwan,Pingtung,332185,181,2
Taiwan,Taichung City,309457,424,3
Taiwan,Taipei City,1803521,3743,3
North Korea,Nampo,358,6,1
Mongolia,Orkhon,67304,5,1
Mongolia,Arkhangai,13262,1,1
Mongolia,Ovorkhangai,16352,1,1
Mongolia,Zavkhan,14897,1,1
Mongolia,Bayankhongor,7088,2,1
Mongolia,Sukhbaatar,17208,1,1
Mongolia,Selenge,26416,2,1
Albania,Berat,74673,36,1
Albania,Diber,71672,27,1
Albania,Durres,277324,77,2
Albania,Elbasan,144917,59,2
Albania,Fier,129141,121,2
Albania,Gjirokaster,35371,29,1
Albania,Korce,121915,66,2
Albania,Kukes,44995,21,1
Albania,Lezhe,89420,59,2
Albania,Shkoder,54975,67,2
Kosovo,Peja,,66,2
Albania,Tirana,811302,725,3
Albania,Vlore,96938,78,2
Belarus,Brest,700060,582,3
Belarus,Gomel,547842,380,3
Belarus,Grodno,310031,488,3
Belarus,Minsk,698119,1137,3
Belarus,Minsk city,783813,908,3
Belarus,Mogilev,400014,206,3
Belarus,Vitebsk,327576,370,3
Bosnia and Herzegovina,Brcko,56734,15,1
Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,732195,972,3
Bosnia and Herzegovina,Republika Srpska,389707,432,3
Bulgaria,Blagoevgrad,127497,213,3
Bulgaria,Burgas,77603,247,3
Bulgaria,Dobrich,60661,88,2
Bulgaria,Gabrovo,50359,36,1
Bulgaria,Haskovo,66827,110,2
Bulgaria,Kardzhali,65419,31,1
Bulgaria,Kyustendil,28624,83,2
Bulgaria,Lovech,43464,49,1
Bulgaria,Montana,45735,51,2
Bulgaria,Pazardzhik,77474,87,2
Bulgaria,Pernik,38564,80,2
Bulgaria,Pleven,64800,101,2
Bulgaria,Plovdiv,124669,344,3
Bulgaria,Razgrad,36688,40,1
Bulgaria,Ruse,30372,170,2
Bulgaria,Shumen,68989,58,2
Bulgaria,Silistra,25377,61,2
Bulgaria,Sliven,62523,73,2
Bulgaria,Smolyan,44971,30,1
Bulgaria,Sofia,102393,69,2
Bulgaria,Sofia City,232521,1662,3
Bulgaria,Stara Zagora,,179,2
Bulgaria,Targovishte,18661,94,2
Bulgaria,Varna,96573,255,3
Bulgaria,Veliko Tarnovo,69391,141,2
Bulgaria,Vidin,34696,59,2
Bulgaria,Vratsa,55227,51,2
Bulgaria,Yambol,39430,75,2
Croatia,Bjelovar-Bilogora,68877,11,1
Croatia,Brod-Posavina,75482,15,1
Croatia,City of Zagreb,210626,483,3
Croatia,Dubrovnik-Neretva,68915,49,1
Croatia,Istria,138280,89,2
Croatia,Karlovac,36111,27,1
Croatia,Koprivnica-Krizevci,55390,6,1
Croatia,Krapina-Zagorje,80100,9,1
Croatia,Lika-Senj,28813,6,1
Croatia,Medimurje,62845,8,1
Croatia,Osijek-Baranja,96459,69,2
Croatia,Pozega-Slavonia,36487,4,1
Croatia,Primorje-Gorski Kotar,154204,87,2
Croatia,Sibenik-Knin,45963,59,2
Croatia,Sisak-Moslavina,96122,26,1
Croatia,Split-Dalmatia,300971,226,3
Croatia,Varazdin,81743,14,1
Croatia,Virovitica-Podravina,29400,4,1
Croatia,Vukovar-Sirmium,42250,39,1
Croatia,Zadar,96578,87,2
Croatia,Zagreb,165895,11,1
Cyprus,Famagusta,,226,3
Cyprus,Larnaca,,186,2
Cyprus,Kyrenia,,44,1
Cyprus,Limassol,,312,3
Cyprus,Nicosia,,1362,3
Cyprus,Paphos,,215,3
Greece,Attica,,2555,3
Greece,Thessaly-Central Greece,,515,3
Greece,Macedonia-Thrace,1347832,1810,3
Greece,Crete,,348,3
Greece,Epirus-Western Macedonia,254858,211,3
Greece,Peloponnese-Western Greece-Ionian Islands,,513,3
Greece,Aegean,,584,3
Kosovo,Ferizaj,,64,2
Kosovo,Gjakova,,26,1
Kosovo,Gjilan,,46,1
Kosovo,Mitrovica,,444,3
Kosovo,Pristina,,523,3
Kosovo,Prizreni,,25,1
Moldova,Anenii Noi,61090,28,1
Moldova,Balti,13696,74,2
Moldova,Falesti,13275,22,1
Moldova,Basarabeasca,10512,22,1
Moldova,Briceni,6492,18,1
Moldova,Cahul,35496,41,1
Moldova,Calarasi,29510,13,1
Moldova,Cantemir,4214,8,1
Moldova,Causeni,21415,29,1
Moldova,Chisinau,401507,1185,3
Moldova,Cimislia,7550,15,1
Moldova,Criuleni,28362,16,1
Moldova,Donduseni,7441,8,1
Moldova,Drochia,16783,10,1
Moldova,Dubasari,20725,13,1
Moldova,Edinet,13635,15,1
Moldova,Floresti,24138,9,1
Moldova,Gagauzia,55527,156,2
Moldova,Glodeni,5917,8,1
Moldova,Hincesti,21394,37,1
Moldova,Ialoveni,32571,24,1
Moldova,Leova,5329,11,1
Moldova,Nisporeni,14846,11,1
Moldova,Ocnita,16896,21,1
Moldova,Orhei,49779,38,1
Moldova,Rezina,8926,14,1
Moldova,Riscani,5917,10,1
Moldova,Singerei,12229,12,1
Moldova,Soldanesti,1307,7,1
Moldova,Soroca,39326,14,1
Moldova,Stefan Voda,15071,10,1
Moldova,Straseni,28539,11,1
Moldova,Taraclia,7543,11,1
Moldova,Telenesti,33073,16,1
Moldova,Bender,55896,17,1
Moldova,Camenca,7239,1,1
Moldova,Slobozia,49715,10,1
Moldova,Grigoriopol,9831,3,1
Moldova,Ribnita,41269,7,1
Moldova,Tiraspol,9388,36,1
Moldova,Ungheni,16530,33,1
Montenegro,Cetinje,9218,199,2
Montenegro,Danilovgrad,14989,29,1
Montenegro,Niksic,29234,146,2
Montenegro,Podgorica,29106,448,3
Montenegro,Tuzi,11714,11,1
Montenegro,Bar,15256,89,2
Montenegro,Budva,22046,76,2
Montenegro,Herceg Novi,20873,76,2
Montenegro,Kotor,5162,31,1
Montenegro,Tivat,6170,25,1
Montenegro,Ulcinj,75,25,1
Montenegro,Andrijevica,383,15,1
Montenegro,Berane,31721,78,2
Montenegro,Bijelo Polje,16091,92,2
Montenegro,Pljevlja,912,67,2
Montenegro,Gusinje,3779,5,1
Montenegro,Kolasin,3740,51,2
Montenegro,Mojkovac,3356,19,1
Montenegro,Petnjica,530,2,1
Montenegro,Plav,2992,9,1
Montenegro,Pluzine,1220,28,1
Montenegro,Rozaje,,10,1
Montenegro,Savnik,1016,7,1
Montenegro,Zabljak,2454,23,1
North Macedonia,Kisela Voda,2150,1,1
North Macedonia,Centar,43299,687,3
North Macedonia,Berovo,8761,10,1
North Macedonia,Cheshinovo-Obleshevo,4528,8,1
North Macedonia,Delchevo,13793,11,1
North Macedonia,Karbintsi,3990,1,1
North Macedonia,Kochani,8454,51,2
North Macedonia,Lozovo,2570,1,1
North Macedonia,Makedonska Kamenitsa,7191,4,1
North Macedonia,Pehchevo,2877,1,1
North Macedonia,Probishtip,8488,0,1
North Macedonia,Shtip,45171,45,1
North Macedonia,Sveti Nikole,4380,14,1
North Macedonia,Vinitsa,8083,2,1
North Macedonia,Zrnovtsi,1723,0,1
North Macedonia,Kratovo,6656,2,1
North Macedonia,Kriva Palanka,15474,3,1
North Macedonia,Kumanovo,23213,55,2
North Macedonia,Rankovtse,1887,0,1
North Macedonia,Staro Nagorichane,1170,0,1
North Macedonia,Bitola,79457,53,2
North Macedonia,Demir Hisar,2485,1,1
North Macedonia,Dolneni,639,1,1
North Macedonia,Krivogashtani,2139,0,1
North Macedonia,Krushevo,5388,3,1
North Macedonia,Mogila,2401,0,1
North Macedonia,Novatsi,704,1,1
North Macedonia,Prilep,9740,64,2
North Macedonia,Resen,7467,3,1
North Macedonia,Bogovinje,23853,3,1
North Macedonia,Brvenitsa,13518,1,1
North Macedonia,Gostivar,75671,29,1
North Macedonia,Jegunovtse,3598,0,1
North Macedonia,Mavrovo and Roshtushe,4344,3,1
North Macedonia,Teartse,6589,1,1
North Macedonia,Tetovo,38064,84,2
North Macedonia,Vrapchishte,5056,0,1
North Macedonia,Zhelino,8564,3,1
North Macedonia,Arachinovo,7859,0,1
North Macedonia,Chucher-Sandevo,2373,2,1
North Macedonia,Ilinden,1733,0,1
North Macedonia,Petrovets,12567,0,1
North Macedonia,Sopishte,5212,0,1
North Macedonia,Studenichani,52995,2,1
North Macedonia,Zelenikovo,3696,0,1
North Macedonia,Bogdantsi,6640,2,1
North Macedonia,Bosilovo,6247,10,1
North Macedonia,Dojran,1626,4,1
North Macedonia,Gevgelija,10382,21,1
North Macedonia,Konche,1704,0,1
North Macedonia,Novo Selo,1010,1,1
North Macedonia,Radovish,17134,2,1
North Macedonia,Strumitsa,16659,31,1
North Macedonia,Valandovo,7197,1,1
North Macedonia,Vasilevo,6493,0,1
North Macedonia,Centar Zhupa,5671,0,1
North Macedonia,Debar,4462,4,1
North Macedonia,Debrtsa,190,1,1
North Macedonia,Kichevo,16536,26,1
North Macedonia,Makedonski Brod,2476,2,1
North Macedonia,Ohrid,23673,28,1
North Macedonia,Plasnitsa,4279,0,1
North Macedonia,Struga,16296,19,1
North Macedonia,Vevchani,1652,0,1
North Macedonia,Chashka,19492,12,1
North Macedonia,Demir Kapija,2113,0,1
North Macedonia,Gradsko,2473,1,1
North Macedonia,Kavadartsi,6439,25,1
North Macedonia,Negotino,13927,20,1
North Macedonia,Rosoman,4270,4,1
North Macedonia,Veles,23599,29,1
Romania,Alba,30156,40,1
Romania,Arad,37475,56,2
Romania,Arges,88357,22,1
Romania,Bacau,34629,26,1
Romania,Bihor,44126,52,2
Romania,Bistrita-Nasaud,32269,34,1
Romania,Botosani,21314,65,2
Romania,Braila,71757,21,1
Romania,Brasov,37062,72,2
Romania,Bucharest,9262,881,3
Romania,Buzau,60955,56,2
Romania,Calarasi,1582195,8,1
Romania,Caras-Severin,9373,9,1
Romania,Cluj,183232,132,2
Romania,Constanta,,109,2
Romania,Covasna,42037,14,1
Romania,Dambovita,54351,14,1
Romania,Dolj,163225,58,2
Romania,Galati,98820,64,2
Romania,Giurgiu,12904,31,1
Romania,Gorj,20735,31,1
Romania,Harghita,18260,24,1
Romania,Hunedoara,81081,71,2
Romania,Ialomita,32545,4,1
Romania,Iasi,47630,202,3
Romania,Ilfov,40119,18,1
Romania,Maramures,78070,19,1
Romania,Mehedinti,12184,10,1
Romania,Mures,33368,62,2
Romania,Neamt,3114,17,1
Romania,Olt,30195,45,1
Romania,Prahova,137848,51,2
Romania,Salaj,16416,9,1
Romania,Satu Mare,67470,28,1
Romania,Sibiu,47567,644,3
Romania,Suceava,51089,48,1
Romania,Teleorman,42341,8,1
Romania,Timis,65122,104,2
Romania,Tulcea,,32,1
Romania,Valcea,4041,32,1
Romania,Vaslui,47266,23,1
Romania,Vrancea,5050,19,1
Russia,Altai,266769,194,2
Russia,Republic of Altai,68096,30,1
Russia,Amur,146544,36,1
Russia,Arkhangelsk,255989,178,2
Russia,Astrakhan,277221,140,2
Russia,Belgorod,,20665,3
Russia,Bryansk,292166,880,3
Russia,Chelyabinsk,303366,206,3
Russia,Chukotka,19034,4,1
Russia,Irkutsk,271257,191,2
Russia,Ivanovo,206157,92,2
Russia,Jewish Autonomous Oblast,79926,24,1
Russia,Kaliningrad,240183,109,2
Russia,Kaluga,121677,231,3
Russia,Kamchatka,40206,28,1
Russia,Kemerovo,496751,80,2
Russia,Khabarovsk,186355,362,3
Russia,Khanty-Mansi,158067,73,2
Russia,Kirov,268100,188,2
Russia,Kostroma,39458,52,2
Russia,Krasnodar,,584,3
Russia,Krasnoyarsk,467024,164,2
Russia,Kurgan,272392,44,1
Russia,Kursk,,3913,3
Russia,Leningrad,218112,128,2
Russia,Lipetsk,191603,111,2
Russia,Magadan,10619,28,1
Russia,Moscow,1294052,1496,3
Russia,Moscow Oblast,2159554,404,3
Russia,Murmansk,77787,61,2
Russia,Nenets,12442,17,1
Russia,Nizhny Novgorod,331690,179,2
Russia,Novgorod,108108,83,2
Russia,Novosibirsk,220718,449,3
Russia,Omsk,233185,139,2
Russia,Orenburg,234218,112,2
Russia,Oryol,104776,232,3
Russia,Penza,97780,110,2
Russia,Perm,132420,154,2
Russia,Primorskiy,,209,3
Russia,Pskov,67410,67,2
Russia,Republic of Adygea,168465,25,1
Russia,Republic of Bashkortostan,685046,257,3
Russia,Republic of Buryatia,259163,76,2
Russia,Republic of Chechnya,456722,148,2
Russia,Republic of Chuvash,393211,94,2
Russia,Republic of Dagestan,,464,3
Russia,Republic of Ingushetia,171304,115,2
Russia,Republic of Kabardino-Balkaria,251608,84,2
Russia,Republic of Kalmykia,56367,58,2
Russia,Republic of Karachay-Cherkessia,156774,37,1
Russia,Republic of Karelia,46245,44,1
Russia,Republic of Khakassia,69279,24,1
Russia,Republic of Komi,142216,98,2
Russia,Republic of Mari El,125862,41,1
Russia,Republic of Mordovia,128911,48,1
Russia,Republic of North Ossetia-Alania,192436,64,2
Russia,Republic of Sakha,105292,62,2
Russia,Republic of Tatarstan,444617,257,3
Russia,Republic of Tuva,7412,21,1
Russia,Udmurt Republic,580092,103,2
Russia,Rostov,549434,682,3
Russia,Ryazan,148551,165,2
Russia,Saint Petersburg,1857083,675,3
Russia,Sakhalin,103046,48,1
Russia,Samara,433778,205,3
Russia,Saratov,447379,271,3
Russia,Smolensk,82374,125,2
Russia,Stavropol,420665,101,2
Russia,Sverdlovsk,,348,3
Russia,Tambov,159650,109,2
Russia,Tomsk,188211,105,2
Russia,Tula,113920,156,2
Russia,Tver,141603,85,2
Russia,Tyumen,108392,104,2
Russia,Ulyanovsk,65133,82,2
Russia,Vladimir,165073,117,2
Russia,Volgograd,387202,400,3
Russia,Vologda,206101,54,2
Russia,Voronezh,197538,394,3
Russia,Yamalo-Nenets,26654,33,1
Russia,Yaroslavl,278072,118,2
Russia,Zabaykalskiy,135089,69,2
Serbia,Belgrade,748601,1691,3
Serbia,Bor,25422,102,2
Serbia,Branicevo,56456,83,2
Serbia,Jablanica,30988,162,2
Serbia,Kolubara,17942,133,2
Serbia,Macva,33354,181,2
Serbia,Moravica,121850,329,3
Serbia,Nisava,73255,421,3
Serbia,Pcinja,54693,154,2
Serbia,Pirot,25027,73,2
Serbia,Podunavlje,84238,82,2
Serbia,Pomoravlje,76369,119,2
Serbia,Rasina,65561,134,2
Serbia,Raska,136566,248,3
Serbia,Sumadija,55151,339,3
Serbia,Toplica,21007,115,2
Serbia,Zajecar,27218,108,2
Serbia,Zlatibor,116395,233,3
Serbia,Central Banat,59547,163,2
Serbia,North Backa,25993,121,2
Serbia,North Banat,28983,41,1
Serbia,South Backa,254129,683,3
Serbia,South Banat,58825,132,2
Serbia,Srem,78367,146,2
Serbia,West Backa,20620,79,2
Ukraine,Cherkasy,429813,555,3
Ukraine,Chernihiv,,7976,3
Ukraine,Chernivtsi,151320,151,2
Ukraine,Crimea,,962,3
Ukraine,Dnipropetrovsk,669322,6072,3
Ukraine,Donetsk,,109924,3
Ukraine,Ivano-Frankivsk,281644,246,3
Ukraine,Kharkiv,,27507,3
Ukraine,Kherson,,26648,3
Ukraine,Khmelnytskyi,273256,427,3
Ukraine,Kyiv,739858,1197,3
Ukraine,Kyiv City,746362,3173,3
Ukraine,Kirovohrad,207253,439,3
Ukraine,Luhansk,,19776,3
Ukraine,Lviv,638850,653,3
Ukraine,Mykolaiv,,4232,3
Ukraine,Odesa,,1601,3
Ukraine,Poltava,411260,560,3
Ukraine,Rivne,355290,240,3
Ukraine,Sumy,,24178,3
Ukraine,Ternopil,287703,170,2
Ukraine,Vinnytsia,283444,296,3
Ukraine,Volyn,217961,162,2
Ukraine,Zakarpattia,440586,140,2
Ukraine,Zaporizhia,,22077,3
Ukraine,Zhytomyr,302320,429,3
Greece,South Aegean,,3,1
Czech Republic,Prague,29925,851,3
Czech Republic,South Bohemia,216294,55,2
Czech Republic,South Moravian,246901,133,2
Czech Republic,Karlovy Vary,90336,43,1
Czech Republic,Vysocina,187250,22,1
Czech Republic,Hradec Kralove,169638,57,2
Czech Republic,Liberec,163861,35,1
Czech Republic,Moravian-Silesian,293383,75,2
Czech Republic,Olomouc,197020,34,1
Czech Republic,Pardubice,144154,37,1
Czech Republic,Plzen,210719,44,1
Czech Republic,Central Bohemia,444777,57,2
Czech Republic,Usti nad Labem,292472,75,2
Czech Republic,Zlin,171203,38,1
Denmark,Hovedstaden,870105,1565,3
Denmark,Midtjylland,334255,515,3
Denmark,Nordjylland,242549,229,3
Denmark,Sjaelland,303448,221,3
Denmark,Syddanmark,330100,416,3
Estonia,Harju,23686,282,3
Estonia,Ida-Viru,29935,12,1
Estonia,Jarva,3,1,1
Estonia,Jogeva,8839,2,1
Estonia,Laane,3907,3,1
Estonia,Laane-Viru,9597,3,1
Estonia,Parnu,41318,5,1
Estonia,Hiiu,6,1,1
Estonia,Saare,18800,3,1
Estonia,Tartu,19277,84,2
Estonia,Valga,208,2,1
Estonia,Viljandi,25723,3,1
Estonia,Voru,4494,4,1
Faroe Islands,Streymoyar,36845,8,1
Finland,Ahvenanmaa,,12,1
Finland,Etela-Karjala,48678,30,1
Finland,Etela-Pohjanmaa,47633,19,1
Finland,Etela-Savo,41594,27,1
Finland,Kainuu,8284,14,1
Finland,Kanta-Hame,48331,19,1
Finland,Keski-Pohjanmaa,9904,12,1
Finland,Keski-Suomi,23665,79,2
Finland,Kymenlaakso,41017,26,1
Finland,Lappi,,75,2
Finland,Paijat-Hame,18559,22,1
Finland,Pirkanmaa,73453,151,2
Finland,Pohjanmaa,28682,27,1
Finland,Pohjois-Karjala,5986,37,1
Finland,Pohjois-Pohjanmaa,42444,116,2
Finland,Pohjois-Savo,37851,39,1
Finland,Satakunta,58162,16,1
Finland,Uusimaa,295360,927,3
Finland,Varsinais-Suomi,67626,113,2
Greenland,Kujalleq,3470,5,1
Greenland,Sermersooq,0,28,1
Hungary,Bacs-Kiskun,35586,13,1
Hungary,Baranya,31426,58,2
Hungary,Bekes,60432,15,1
Hungary,Borsod-Abauj-Zemplen,45541,33,1
Hungary,Budapest,1325579,731,3
Hungary,Csongrad,67453,72,2
Hungary,Fejer,54890,28,1
Hungary,Gyor-Moson-Sopron,70154,50,2
Hungary,Hajdu-Bihar,139178,86,2
Hungary,Heves,66098,11,1
Hungary,Komarom-Esztergom,40604,23,1
Hungary,Pest,389526,64,2
Hungary,Somogy,36560,18,1
Hungary,Szabolcs-Szatmar-Bereg,84103,25,1
Hungary,Vas,84648,31,1
Hungary,Veszprem,80773,28,1
Iceland,Akureyrarbaer,4463,8,1
Iceland,Kaldrananeshreppur,334,0,1
Iceland,Grundarfjardarbaer,0,1,1
Iceland,Isafjardarbaer,654,4,1
Iceland,Reykjanesbaer,5866,3,1
Iceland,Reykjavikurborg,16485,252,3
Iceland,Sveitarfelagid Arborg,1898,0,1
Latvia,Daugavpils,15770,9,1
Latvia,Jelgava,2895,6,1
Latvia,Kraslavas,1619,3,1
Latvia,Ogres,1293,2,1
Latvia,Riga,141068,242,3
Latvia,Saulkrastu,2042,1,1
Latvia,Strencu,3084,1,1
Latvia,Zilupes,946,1,1
Lithuania,Alytus,70351,7,1
Lithuania,Kauno,18070,42,1
Lithuania,Klaipedos,42381,28,1
Lithuania,Utenos,48836,6,1
Lithuania,Vilniaus,32980,431,3
Norway,Agder,45672,224,3
Norway,Viken,368033,142,2
Norway,Vestfold og Telemark,142328,85,2
Norway,Innlandet,121047,63,2
Norway,Troms og Finnmark,59357,121,2
Norway,Rogaland,176363,130,2
Norway,Vestland,60908,284,3
Norway,More og Romsdal,49056,92,2
Norway,Nordland,102541,64,2
Norway,Oslo,158356,845,3
Norway,Trondelag,63658,227,3
Poland,Dolnoslaskie,849085,615,3
Poland,Kujawsko-Pomorskie,534306,487,3
Poland,Lodzkie,444012,307,3
Poland,Lubelskie,370784,562,3
Poland,Lubuskie,280506,173,2
Poland,Malopolskie,463609,650,3
Poland,Mazowieckie,1041225,1505,3
Poland,Opolskie,186786,190,2
Poland,Podkarpackie,289922,395,3
Poland,Podlaskie,310177,520,3
Poland,Pomorskie,751055,665,3
Poland,Slaskie,1131017,565,3
Poland,Swietokrzyskie,326493,166,2
Poland,Warminsko-Mazurskie,406046,223,3
Poland,Wielkopolskie,865877,606,3
Poland,Zachodniopomorskie,437226,471,3
Slovakia,Banskobystricky,173049,91,2
Slovakia,Bratislavsky,130888,345,3
Slovakia,Kosicky,142258,228,3
Slovakia,Nitriansky,105425,65,2
Slovakia,Presovsky,112202,120,2
Slovakia,Trenciansky,124066,61,2
Slovakia,Trnavsky,121914,64,2
Slovakia,Zilinsky,132834,115,2
Slovenia,Bled,4027,4,1
Slovenia,Bovec,62,0,1
Slovenia,Brezice,4162,4,1
Slovenia,Celje,3508,24,1
Slovenia,Cirkulane,494,1,1
Slovenia,Crna na Koroskem,2680,0,1
Slovenia,Crnomelj,9561,1,1
Slovenia,Domzale,1021,0,1
Slovenia,Gornja Radgona,8522,3,1
Slovenia,Hrpelje-Kozina,873,1,1
Slovenia,Ig,8421,0,1
Slovenia,Ilirska Bistrica,8210,2,1
Slovenia,Izola,14349,6,1
Slovenia,Jesenice,5738,5,1
Slovenia,Kamnik,14278,5,1
Slovenia,Kanal,3452,4,1
Slovenia,Kobarid,601,0,1
Slovenia,Koper,53940,19,1
Slovenia,Kranj,27173,10,1
Slovenia,Krsko,12272,2,1
Slovenia,Lenart,4616,1,1
Slovenia,Lendava,7406,1,1
Slovenia,Ljubljana,153796,371,3
Slovenia,Ljutomer,1662,2,1
Slovenia,Maribor,37032,70,2
Slovenia,Mislinja,2861,2,1
Slovenia,Murska Sobota,6285,6,1
Slovenia,Nazarje,1467,0,1
Slovenia,Nova Gorica,33161,15,1
Slovenia,Novo mesto,9439,6,1
Slovenia,Ormoz,12870,0,1
Slovenia,Piran,12839,5,1
Slovenia,Poljcane,2897,3,1
Slovenia,Postojna,11066,0,1
Slovenia,Ptuj,11261,8,1
Slovenia,Ravne na Koroskem,3471,0,1
Slovenia,Sentilj,3019,3,1
Slovenia,Sezana,4268,2,1
Slovenia,Slovenska Bistrica,13649,3,1
Slovenia,Smarje pri Jelsah,121,0,1
Slovenia,Tisina,2261,0,1
Slovenia,Tolmin,470,0,1
Slovenia,Trbovlje,19162,7,1
Slovenia,Velenje,16705,8,1
Slovenia,Velike Lasce,3680,0,1
Slovenia,Videm,475,0,1
Slovenia,Vodice,2062,0,1
Slovenia,Zalec,1500,0,1
Sweden,Blekinge,35827,35,1
Sweden,Dalarnas,134973,419,3
Sweden,Vastmanlands,124547,175,2
Sweden,Gavleborgs,25171,63,2
Sweden,Gotlands,52520,25,1
Sweden,Hallands,42262,46,1
Sweden,Jamtlands,19769,40,1
Sweden,Jonkopings,141674,349,3
Sweden,Kalmar,80357,265,3
Sweden,Kronobergs,39924,82,2
Sweden,Norrbottens,74305,172,2
Sweden,Orebro,68411,261,3
Sweden,Ostergotlands,145354,385,3
Sweden,Skane,401693,1172,3
Sweden,Sodermanlands,157181,71,2
Sweden,Stockholms,876849,1664,3
Sweden,Uppsala,69134,275,3
Sweden,Varmlands,91999,106,2
Sweden,Vasterbottens,75479,427,3
Sweden,Vasternorrlands,77376,194,2
Sweden,Vastra Gotalands,455746,896,3
Latvia,Valkas,21879,2,1
Latvia,Jekabpils,32772,2,1
Slovenia,Zagorje ob Savi,8273,2,1
